,,,,,,Daily Price Report-01-01-2026 to 03-09-2026 for Maharashtra,,,,,
State/UT,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,000.00","9,000.00","8,500.00",Rs./Quintal,07-05-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,000.00","9,100.00","7,500.00",Rs./Quintal,06-05-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,500.00","9,000.00","7,500.00",Rs./Quintal,05-05-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"8,000.00","8,800.00","8,200.00",Rs./Quintal,04-05-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,800.00","8,700.00","7,500.00",Rs./Quintal,02-05-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,200.00","8,700.00","7,500.00",Rs./Quintal,01-05-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,000.00","8,550.00","7,500.00",Rs./Quintal,30-04-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,000.00","8,550.00","7,500.00",Rs./Quintal,29-04-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,100.00","8,500.00","8,000.00",Rs./Quintal,28-04-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,000.00","8,500.00","7,500.00",Rs./Quintal,27-04-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,500.00","8,600.00","7,500.00",Rs./Quintal,26-04-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,000.00","8,521.00","7,500.00",Rs./Quintal,25-04-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,500.00","8,515.00","7,200.00",Rs./Quintal,24-04-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"5,200.00","8,551.00","7,000.00",Rs./Quintal,23-04-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,000.00","8,300.00","7,500.00",Rs./Quintal,22-04-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,000.00","8,400.00","7,500.00",Rs./Quintal,21-04-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"5,700.00","8,400.00","7,500.00",Rs./Quintal,20-04-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"5,800.00","8,200.00","7,500.00",Rs./Quintal,17-04-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,000.00","7,950.00","7,200.00",Rs./Quintal,15-04-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"5,800.00","8,100.00","7,400.00",Rs./Quintal,14-04-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,000.00","8,171.00","7,700.00",Rs./Quintal,12-04-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,100.00","8,271.00","7,600.00",Rs./Quintal,09-04-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,000.00","8,150.00","7,450.00",Rs./Quintal,04-04-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,000.00","8,000.00","7,450.00",Rs./Quintal,02-04-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,600.00","8,000.00","7,450.00",Rs./Quintal,31-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,550.00","8,000.00","7,400.00",Rs./Quintal,30-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,000.00","7,900.00","7,300.00",Rs./Quintal,26-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,600.00","7,840.00","7,400.00",Rs./Quintal,25-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,200.00","7,850.00","7,200.00",Rs./Quintal,24-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,050.00","7,700.00","7,400.00",Rs./Quintal,23-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,200.00","7,800.00","7,400.00",Rs./Quintal,22-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,000.00","7,750.00","7,200.00",Rs./Quintal,21-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,400.00","7,750.00","7,300.00",Rs./Quintal,20-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,000.00","7,650.00","7,250.00",Rs./Quintal,18-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Non-FAQ,"6,500.00","7,700.00","7,300.00",Rs./Quintal,17-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,300.00","7,400.00","7,200.00",Rs./Quintal,16-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,600.00","7,650.00","7,300.00",Rs./Quintal,15-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,000.00","7,575.00","7,300.00",Rs./Quintal,14-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,500.00","7,600.00","7,400.00",Rs./Quintal,13-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,300.00","7,700.00","7,200.00",Rs./Quintal,12-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,800.00","7,771.00","7,450.00",Rs./Quintal,11-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,000.00","7,800.00","7,500.00",Rs./Quintal,06-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,800.00","7,820.00","7,500.00",Rs./Quintal,05-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,825.00","7,800.00","7,400.00",Rs./Quintal,02-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,900.00","7,850.00","7,500.00",Rs./Quintal,01-03-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,800.00","7,750.00","7,300.00",Rs./Quintal,25-02-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,300.00","7,725.00","6,800.00",Rs./Quintal,24-02-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,850.00","7,700.00","7,500.00",Rs./Quintal,23-02-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,000.00","7,800.00","7,700.00",Rs./Quintal,20-02-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,600.00","7,771.00","7,450.00",Rs./Quintal,16-02-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,875.00","7,700.00","7,500.00",Rs./Quintal,15-02-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,000.00","7,775.00","7,600.00",Rs./Quintal,12-02-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,200.00","7,880.00","7,450.00",Rs./Quintal,10-02-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,400.00","7,900.00","7,700.00",Rs./Quintal,09-02-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,650.00","7,900.00","7,800.00",Rs./Quintal,06-02-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,650.00","7,900.00","7,750.00",Rs./Quintal,05-02-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,500.00","7,875.00","7,600.00",Rs./Quintal,03-02-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,200.00","7,900.00","7,600.00",Rs./Quintal,02-02-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,850.00","8,150.00","7,950.00",Rs./Quintal,30-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,850.00","8,200.00","7,950.00",Rs./Quintal,28-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,700.00","8,200.00","7,900.00",Rs./Quintal,27-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,900.00","8,171.00","8,000.00",Rs./Quintal,26-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,000.00","8,161.00","7,800.00",Rs./Quintal,25-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,850.00","8,150.00","8,050.00",Rs./Quintal,23-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,850.00","8,201.00","7,900.00",Rs./Quintal,22-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,800.00","8,165.00","7,900.00",Rs./Quintal,21-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,900.00","8,180.00","8,000.00",Rs./Quintal,19-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,850.00","8,151.00","7,930.00",Rs./Quintal,18-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,800.00","8,100.00","7,900.00",Rs./Quintal,17-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,900.00","8,060.00","7,980.00",Rs./Quintal,15-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,800.00","8,100.00","7,900.00",Rs./Quintal,14-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,600.00","8,150.00","7,900.00",Rs./Quintal,13-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"6,500.00","8,050.00","7,700.00",Rs./Quintal,11-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,700.00","8,015.00","7,900.00",Rs./Quintal,10-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"5,500.00","8,010.00","7,700.00",Rs./Quintal,09-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,600.00","7,900.00","7,700.00",Rs./Quintal,08-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,600.00","7,900.00","7,700.00",Rs./Quintal,07-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,700.00","7,850.00","7,800.00",Rs./Quintal,06-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Other,Non-FAQ,"7,470.00","7,740.00","7,550.00",Rs./Quintal,03-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Desi,Local,"7,600.00","7,760.00","7,700.00",Rs./Quintal,01-01-2026
Maharashtra,Chandrapur,APMC Varora ,Fibre Crops,Cotton,Other,FAQ,"7,904.00","8,010.00","7,950.00",Rs./Quintal,01-01-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,750.00","7,950.00","7,800.00",Rs./Quintal,12-02-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,750.00","7,950.00","7,800.00",Rs./Quintal,11-02-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,750.00","7,950.00","7,800.00",Rs./Quintal,10-02-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,750.00","7,950.00","7,800.00",Rs./Quintal,06-02-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,750.00","7,950.00","7,800.00",Rs./Quintal,05-02-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,750.00","7,950.00","7,800.00",Rs./Quintal,04-02-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,750.00","7,950.00","7,800.00",Rs./Quintal,03-02-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,750.00","7,950.00","7,800.00",Rs./Quintal,30-01-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,750.00","7,950.00","7,800.00",Rs./Quintal,29-01-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,750.00","7,950.00","7,800.00",Rs./Quintal,28-01-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,750.00","7,950.00","7,800.00",Rs./Quintal,22-01-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,750.00","8,200.00","7,950.00",Rs./Quintal,15-01-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,750.00","7,950.00","7,800.00",Rs./Quintal,14-01-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,750.00","7,950.00","7,800.00",Rs./Quintal,13-01-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,750.00","7,950.00","7,800.00",Rs./Quintal,12-01-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,750.00","8,000.00","7,800.00",Rs./Quintal,08-01-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,800.00","8,100.00","7,900.00",Rs./Quintal,07-01-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,800.00","8,100.00","7,900.00",Rs./Quintal,06-01-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,800.00","8,100.00","7,900.00",Rs./Quintal,05-01-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,800.00","8,100.00","7,900.00",Rs./Quintal,02-01-2026
Maharashtra,Chattrapati Sambhajinagar,APMC Fulmbri ,Fibre Crops,Cotton,Other,FAQ,"7,800.00","8,100.00","7,900.00",Rs./Quintal,01-01-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"7,200.00","7,200.00","7,200.00",Rs./Quintal,15-04-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,770.00","6,770.00","6,770.00",Rs./Quintal,10-04-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,600.00","6,600.00","6,600.00",Rs./Quintal,09-04-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"7,800.00","7,935.00","7,868.00",Rs./Quintal,06-04-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,615.00","7,770.00","6,759.00",Rs./Quintal,04-04-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"7,770.00","7,770.00","7,770.00",Rs./Quintal,02-04-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,600.00","7,750.00","7,592.00",Rs./Quintal,01-04-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"7,540.00","7,650.00","7,600.00",Rs./Quintal,30-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"7,700.00","7,700.00","7,700.00",Rs./Quintal,28-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"7,700.00","7,700.00","7,700.00",Rs./Quintal,27-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,600.00","7,650.00","7,198.00",Rs./Quintal,26-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,500.00","7,700.00","7,643.00",Rs./Quintal,25-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"7,470.00","7,700.00","7,656.00",Rs./Quintal,24-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"7,530.00","7,530.00","7,530.00",Rs./Quintal,23-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,725.00","7,625.00","7,298.00",Rs./Quintal,20-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"7,625.00","7,650.00","7,637.00",Rs./Quintal,19-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,200.00","7,600.00","7,488.00",Rs./Quintal,18-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,150.00","7,490.00","7,447.00",Rs./Quintal,17-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"7,050.00","7,580.00","7,319.00",Rs./Quintal,16-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"7,250.00","7,600.00","7,537.00",Rs./Quintal,14-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,900.00","7,574.00","7,046.00",Rs./Quintal,13-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"7,450.00","7,569.00","7,529.00",Rs./Quintal,12-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,870.00","7,550.00","7,381.00",Rs./Quintal,11-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,000.00","7,550.00","7,450.00",Rs./Quintal,10-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,000.00","7,550.00","7,085.00",Rs./Quintal,09-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,854.00","7,400.00","7,010.00",Rs./Quintal,07-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"5,900.00","7,415.00","7,281.00",Rs./Quintal,06-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"5,850.00","7,450.00","7,305.00",Rs./Quintal,04-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"5,850.00","7,550.00","7,300.00",Rs./Quintal,02-03-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"5,830.00","7,525.00","6,157.00",Rs./Quintal,28-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"7,100.00","7,350.00","7,281.00",Rs./Quintal,27-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"7,225.00","7,525.00","7,491.00",Rs./Quintal,26-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,500.00","7,475.00","7,296.00",Rs./Quintal,25-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"5,825.00","7,575.00","7,494.00",Rs./Quintal,24-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"5,925.00","7,575.00","7,363.00",Rs./Quintal,23-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,225.00","7,520.00","7,434.00",Rs./Quintal,21-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"5,700.00","7,400.00","7,276.00",Rs./Quintal,20-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,100.00","6,100.00","6,100.00",Rs./Quintal,19-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,100.00","7,370.00","7,129.00",Rs./Quintal,18-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,000.00","7,300.00","6,690.00",Rs./Quintal,17-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,150.00","7,350.00","7,011.00",Rs./Quintal,16-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"7,000.00","7,300.00","7,139.00",Rs./Quintal,14-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,350.00","7,350.00","7,161.00",Rs./Quintal,13-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,400.00","7,350.00","7,215.00",Rs./Quintal,12-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,000.00","7,240.00","6,915.00",Rs./Quintal,11-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,300.00","7,400.00","7,062.00",Rs./Quintal,10-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"7,000.00","7,500.00","7,314.00",Rs./Quintal,09-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"7,300.00","7,530.00","7,436.00",Rs./Quintal,07-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,600.00","7,540.00","7,467.00",Rs./Quintal,06-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"7,100.00","7,600.00","7,490.00",Rs./Quintal,05-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,650.00","7,560.00","7,303.00",Rs./Quintal,04-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"6,700.00","7,600.00","7,522.00",Rs./Quintal,03-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"7,411.00","7,680.00","7,518.00",Rs./Quintal,02-02-2026
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli",Fibre Crops,Cotton,Other,Local,"7,350.00","7,820.00","7,737.00",Rs./Quintal,31-01-2026
